profesor,rating,fecha,calidad_general,facilidad,tags,num_reviews,promedio,resumen,enlace
"Serra, Celso","1, 4, 1, 1, 1, 1","19/Ago/2012, 22/Mar/2012, 12/Jun/2011, 15/Ene/2011, 21/Jun/2010, 31/Ene/2010","10.0, 9.0, 2.0, 2.0, 4.0, 2.0","10.0, 8.0, 2.0, 6.0, 6.0, 8.0",,6,4.8,"El texto describe la experiencia negativa de un estudiante con un profesor jubilado, destacando su falta de relevancia en temas actuales, complejidad y falta de claridad en la enseñanza, y problemas de evaluación injusta y falta de práctica. Se sugiere evitar sus clases para aprender de manera efectiva. Además, se menciona la posible existencia de problemas de acoso sexual y la falta de explicación en los trabajos, lo que lleva a una experiencia de aprendizaje deficiente.",https://www.misprofesores.com/profesores/celso-serra_23775
"Shneidman, Laura","4, 4, 4, 5, 5, 4, 5, 5, 5, 4, 4, 4, 4, 5","13/Sep/2020, 14/Jun/2020, 10/Dic/2019, 03/Sep/2019, 24/Jun/2019, 07/Jun/2019, 18/Jul/2018, 03/Jul/2018, 03/Jul/2018, 25/Jun/2018, 21/Jun/2018, 07/Jun/2018, 14/Feb/2018, 17/Ene/2018","9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 10.0, 9.0, 9.0, 10.0, 9.0","8.0, 8.0, 10.0, 8.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0","TOMARÍA SU CLASE OTRA VEZ, DA CRÉDITO EXTRA, BARCO, MUCHOS PROYECTOS GRUPALES, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS",15,9.3,"La experiencia con esta profesora fue excelente. Aunque su español no es perfecto, es muy clara y se entiende bien. Ofrece una variedad de métodos de evaluación, incluyendo pruebas semanales, lecturas y análisis de artículos en equipo. Es una docente muy preparada y transmite sus conocimientos de manera efectiva. Las clases son largas y a veces cansadas, pero son didácticas. Es flexible y no muy exigente, lo que hace que la experiencia de aprendizaje sea más fácil y gratificante. La profesora es muy buena y se recomienda para cualquier estudiante, incluso si no está en el área educativa.",https://www.misprofesores.com/profesores/Laura-Shneidman_94822
"Silva Gutiérrez, Cecilia","5, 5, 2, 2, 3, 3, 1, 1, 5, 5, 5, 5, 2, 2, 3, 3, 1, 1, 5, 5, 2, 1, 2, 4, 5, 1, 4, 1, 1, 1, 1, 1, 2, 4, 1, 1, 5, 2, 2, 3, 5, 2, 4, 2, 5, 2, 5, 3, 3, 1, 1","18/Jul/2024, 18/Jul/2024, 22/May/2024, 22/May/2024, 18/Dic/2022, 18/Dic/2022, 31/Ago/2020, 31/Ago/2020, 08/Nov/2018, 08/Nov/2018, 18/Jul/2024, 18/Jul/2024, 22/May/2024, 22/May/2024, 18/Dic/2022, 18/Dic/2022, 31/Ago/2020, 31/Ago/2020, 08/Nov/2018, 08/Nov/2018, 25/Jul/2017, 03/Jul/2017, 29/Dic/2014, 17/Dic/2014, 28/Dic/2013, 02/Sep/2013, 03/Ago/2013, 13/Jul/2013, 04/Jun/2013, 25/May/2013, 13/Mar/2013, 11/Mar/2013, 02/Feb/2013, 10/Ene/2013, 24/Nov/2012, 23/Oct/2012, 10/Oct/2012, 26/Ago/2012, 16/Jul/2012, 03/Jul/2012, 31/May/2012, 15/Mar/2012, 27/Dic/2011, 15/Dic/2011, 06/Oct/2011, 02/Jul/2011, 14/Abr/2011, 06/Feb/2011, 03/Feb/2011, 10/Dic/2010, 22/Jun/2010","2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 10.0, 10.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 10.0, 10.0, 8.0, 2.0, 6.0, 10.0, 10.0, 6.0, 10.0, 4.0, 4.0, 4.0, 7.0, 3.0, 6.0, 10.0, 5.0, 2.0, 10.0, 6.0, 4.0, 8.0, 9.0, 2.0, 9.0, 4.0, 6.0, 4.0, 3.0, 6.0, 2.0, 4.0, 4.0","10.0, 10.0, 4.0, 4.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 4.0, 4.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 10.0, 2.0, 6.0, 8.0, 4.0, 8.0, 8.0, 6.0, 8.0, 6.0, 6.0, 4.0, 8.0, 6.0, 8.0, 2.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 6.0, 4.0, 10.0, 8.0, 6.0, 10.0, 2.0, 10.0, 10.0","POCOS EXÁMENES, INSPIRACIONAL, TOMARÍA SU CLASE OTRA VEZ, BRINDA APOYO",44,5.3,"La evaluación de la profesora es generalmente negativa. Se critica su falta de asistencia a clases, su preferencia por reuniones y cargos administrativos en lugar de la docencia, y su falta de interés en los alumnos y sus necesidades. Se menciona que sus clases son impartidas por sus adjuntas, que son mejores profesoras. Se destaca la falta de claridad en sus explicaciones y su exigencia en los proyectos de investigación. Se sugiere evitar tomar clases con ella si es posible. Se recomienda buscar otro profesor si se puede. Se destaca la importancia de la dedicación y la presencia del profesor en las clases. Se menciona que la profesora es prepotente y que su falta de gusto por la docencia es evidente. Se sugiere que se enfoque en su carrera administrativa en lugar de en la docencia. Se critica su falta de compromiso con la enseñanza y su falta de claridad en las explicaciones. Se menciona que sus clases son fáciles de pasar, pero que no se aprende mucho. Se sugiere buscar otro profesor si se puede. En general, la evaluación es negativa y se recomienda evitar tomar clases con esta profesora.",
"Simón, Karina","4, 5, 4, 4, 4, 4, 3, 2, 3, 3, 2, 5, 4","10/Ago/2021, 18/Sep/2020, 16/Dic/2019, 17/Jul/2018, 20/Jun/2018, 19/Dic/2017, 27/Jun/2017, 25/Jun/2017, 02/Feb/2017, 25/Jul/2016, 23/Jul/2016, 16/Ene/2013, 18/Ago/2010","9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 8.0, 7.0, 10.0, 8.0, 8.0, 10.0","10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0","TOMARÍA SU CLASE OTRA VEZ, MUY CÓMICO, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, POCOS EXÁMENES, RESPETADO POR LOS ESTUDIANTES, MUCHOS EXÁMENES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, ASPECTOS DE CALIFICACIÓN CLAROS, LAS CLASES SON LARGAS, HACE EXÁMENES SORPRESA",13,9.2,"Las clases de la Dra. Karina son buenas y divertidas, aunque el contenido es básico. Es muy accesible y clara, pero no profundiza mucho en los temas. Se enfoca en facilitar la comprensión y la participación de los alumnos. Las evaluaciones son fáciles, consisten en exámenes orales, prácticas y pequeñas exposiciones. Aunque no es la mejor opción para aquellos que buscan un conocimiento más profundo, es recomendable para estudiantes que deseen obtener un buen desempeño sin estrés excesivo. La Dra. Karina es una excelente profesora, pero el contenido es muy básico. Se recomienda para estudiantes que busquen un conocimiento general sin complicaciones.",
"Soler Anguiano, Leonardo","4, 4","28/Dic/2024, 24/May/2024","10.0, 9.0","10.0, 8.0","LAS CLASES SON LARGAS, BRINDA APOYO, ASPECTOS DE CALIFICACIÓN CLAROS",2,9.5,"El profesor es muy bueno en su materia, pero su impuntualidad es un problema. Es accesible y amable, y no es difícil sacar una buena calificación. Sin embargo, su tardanza puede ser frustrante para algunos estudiantes.",https://www.misprofesores.com/profesores/Leonardo-Soler-Anguiano_175263
"Solís Vivanco, Rodolfo","3, 3, 4, 4, 3, 3, 2, 2, 3, 3, 3, 3, 4, 4, 3, 3, 2, 2, 3, 3, 5, 5, 5, 4, 4, 5, 4, 3, 4","03/Jul/2025, 03/Jul/2025, 16/Dic/2023, 16/Dic/2023, 11/Jun/2023, 11/Jun/2023, 07/Ago/2021, 07/Ago/2021, 15/Sep/2020, 15/Sep/2020, 03/Jul/2025, 03/Jul/2025, 16/Dic/2023, 16/Dic/2023, 11/Jun/2023, 11/Jun/2023, 07/Ago/2021, 07/Ago/2021, 15/Sep/2020, 15/Sep/2020, 30/Ago/2020, 17/Jun/2019, 16/Ene/2019, 30/Nov/2017, 27/Jun/2017, 27/Jun/2017, 31/Ene/2017, 28/Ene/2016, 27/Jun/2013","9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 9.0, 9.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 9.0, 9.0, 8.0, 8.0, 10.0, 10.0, 10.0, 7.0, 8.0, 8.0, 6.0, 10.0, 8.0","6.0, 6.0, 4.0, 4.0, 2.0, 2.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 2.0, 2.0, 8.0, 8.0, 6.0, 6.0, 6.0, 4.0, 6.0, 2.0, 8.0, 6.0, 2.0, 2.0, 6.0","TOMARÍA SU CLASE OTRA VEZ, LOS EXÁMENES SON DIFÍCILES, CLASES EXCELENTES, PREPÁRATE PARA LEER, MUCHOS EXÁMENES, RESPETADO POR LOS ESTUDIANTES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, CALIFICA DURO, ASPECTOS DE CALIFICACIÓN CLAROS",17,8.6,"El profesor es excelente y una persona agradable, con un dominio total de los temas que imparte. Sus clases son amenas y deja varias lecturas, lo que resulta en calificaciones de 4 o más exámenes. Sin embargo, es exigente y consume mucho tiempo y esfuerzo, con algunas prácticas fuera del horario. Es estricto durante las exposiciones y no perdona si no se cumplen los requisitos académicos. Es muy bueno para impartir la teoría, pero debería profundizar más en los temas. Es el mejor profesor en EEG.",
"Somarriba Rocha, Laura","1, 1, 2, 2, 1, 3, 4, 5, 5, 3, 4, 2, 1, 1, 1, 2, 1, 5, 2, 4, 1, 1, 2, 2, 1, 3, 5, 2, 5, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2","01/Jul/2024, 26/Ene/2024, 28/Ene/2022, 13/Ago/2021, 02/Mar/2019, 14/Ene/2018, 24/Ene/2017, 20/Ene/2016, 24/Nov/2015, 13/Ene/2014, 23/Ene/2013, 19/Ene/2013, 21/Dic/2012, 19/Dic/2012, 22/Sep/2012, 01/Ago/2012, 26/Mar/2012, 04/Feb/2012, 31/Ene/2012, 31/Ene/2012, 26/Ene/2012, 14/Dic/2011, 14/Dic/2011, 07/Nov/2011, 22/Jul/2011, 11/Jun/2011, 20/Ene/2011, 01/Dic/2010, 25/Sep/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 24/Sep/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 28/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 16/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010, 13/Ago/2010","6.0, 2.0, 2.0, 6.0, 2.0, 7.0, 6.0, 10.0, 10.0, 4.0, 10.0, 6.0, 2.0, 5.0, 2.0, 9.0, 2.0, 8.0, 6.0, 5.0, 4.0, 3.0, 4.0, 5.0, 3.0, 6.0, 5.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 3.0, 3.0, 3.0, 3.0","4.0, 2.0, 2.0, 6.0, 2.0, 6.0, 6.0, 4.0, 4.0, 6.0, 2.0, 8.0, 2.0, 6.0, 2.0, 2.0, 2.0, 8.0, 10.0, 6.0, 4.0, 6.0, 8.0, 10.0, 8.0, 10.0, 6.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0","ASISTENCIA OBLIGATORIA, BRINDA APOYO, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, DEJA TRABAJOS LARGOS, LAS CLASES SON LARGAS, CALIFICA DURO",36,5.1,"El texto describe la experiencia de varios estudiantes con la profesora en cuestión. Algunos la consideran una buena profesora, mientras que otros la critican por su mal carácter, falta de paciencia, y tendencia al favoritismo. Se menciona que sus clases son tediosas, basadas en exposiciones y acetatos que ella misma no entiende. Además, se critica su forma de evaluar, que consiste en aplicar exámenes grupales y hacer que los estudiantes sean evaluados por sus compañeros. Sin embargo, hay estudiantes que la consideran una buena profesora y que aprenden mucho con ella. En general, se sugiere que aunque la clase puede ser tediosa, la profesora tiene buena intención y se esfuerza por enseñar. Sin embargo, se recomienda buscar a otra profesora si se busca aprender de manera más dinámica y sin favoritismo.",https://www.misprofesores.com/profesores/LAURA-SOMARRIBA-ROCHA_27838
"Sosa Torralba, Janett Esmeralda","5, 2, 5, 5, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 5, 5, 5, 5","16/Dic/2024, 15/Jun/2024, 15/Dic/2023, 31/Jul/2023, 28/Jun/2023, 24/Dic/2021, 24/Dic/2021, 08/Feb/2021, 08/Feb/2021, 31/Ene/2021, 31/Ene/2021, 29/Ene/2021, 29/Ene/2021, 07/Ene/2020, 07/Ene/2020, 24/Dic/2021, 24/Dic/2021, 08/Feb/2021, 08/Feb/2021, 31/Ene/2021, 31/Ene/2021, 29/Ene/2021, 29/Ene/2021, 07/Ene/2020, 07/Ene/2020, 01/Ene/2020, 07/Dic/2019, 31/Ene/2019, 05/Ene/2019, 04/Ene/2019, 06/May/2018, 09/Ene/2018, 08/Ene/2018, 30/Nov/2017","9.0, 5.0, 10.0, 10.0, 8.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 10.0, 9.0, 8.0, 8.0, 10.0, 10.0, 9.0, 10.0","8.0, 6.0, 8.0, 6.0, 8.0, 10.0, 10.0, 6.0, 6.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 6.0, 8.0, 4.0, 4.0, 6.0, 10.0, 4.0, 8.0, 4.0","TOMARÍA SU CLASE OTRA VEZ, MUCHOS PROYECTOS GRUPALES, ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, RESPETADO POR LOS ESTUDIANTES, MUCHAS TAREAS, INSPIRACIONAL, DEJA TRABAJOS LARGOS, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, CALIFICA DURO, ASPECTOS DE CALIFICACIÓN CLAROS",19,8.8,"La Dra. Sosa es una excelente profesora, conocida por su claridad en la explicación de temas complejos y su dinamismo en las clases. A pesar de ser exigente, sus estudiantes destacan su accesibilidad, amabilidad y su capacidad para motivar el interés en la clase. La evaluación es clara y justa, y se enfatiza el trabajo en equipo y la asistencia obligatoria. La carga de trabajo es considerable, pero los estudiantes aprenden mucho y valoran el conocimiento adquirido. La Dra. Sosa es recomendada por su excelencia en la enseñanza y su dedicación a la retroalimentación y el apoyo a los estudiantes.",https://www.misprofesores.com/profesores/Janett-Esmeralda-Sosa-Torralba_93216
"Soto Cristóbal, Gabriel","5, 4, 2, 4, 5, 5, 3, 3, 5, 5, 3, 2, 3, 2, 3","25/Jun/2025, 13/Jul/2024, 15/Jun/2024, 09/Feb/2024, 31/Ene/2024, 16/Ene/2024, 09/Ene/2024, 08/Ago/2023, 03/Ago/2023, 02/Ago/2023, 30/Jun/2023, 22/Jun/2023, 09/Jun/2023, 19/Ene/2023, 03/Ene/2023","5.0, 6.0, 2.0, 10.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 10.0, 6.0, 7.0","8.0, 2.0, 2.0, 4.0, 6.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0, 8.0, 2.0, 4.0","TOMARÍA SU CLASE OTRA VEZ, DA CRÉDITO EXTRA, MUCHOS PROYECTOS GRUPALES, ASISTENCIA OBLIGATORIA, LOS EXÁMENES SON DIFÍCILES, CLASES EXCELENTES, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, MUCHAS TAREAS, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, POCOS EXÁMENES, DEJA TRABAJOS LARGOS, LAS CLASES SON LARGAS, CALIFICA DURO",15,7.3,"El profesor Cristobal es un docente dedicado y minucioso, conocido por su enfoque en el psicoanálisis y la terapia familiar. Aunque es difícil obtener una buena calificación con él debido a la complejidad de sus exámenes y la revisión detallada de los trabajos, es recomendado especialmente para estudiantes de clínica. Su atención a los detalles y su preocupación por el aprendizaje de los estudiantes son destacarables. Sin embargo, la materia puede volverse demasiado pesada para otros estudiantes, por lo que es importante gestionar el tiempo y prepararse adecuadamente para tener éxito con este profesor. En resumen, el profesor Cristobal es un docente excelente para estudiantes de clínica, pero requiere de una preparación y gestión del tiempo adecuadas para otros estudiantes.",
"Soto, Juan","5, 4, 3, 4, 5, 4, 1, 3, 4, 3, 5, 5, 4, 5, 4, 5, 4, 4","24/Nov/2023, 24/Ago/2023, 25/Jul/2023, 28/Jun/2022, 26/Ene/2022, 09/Mar/2021, 08/Feb/2021, 08/Feb/2021, 13/Dic/2019, 11/Ene/2019, 11/Ene/2019, 29/Dic/2017, 08/Dic/2016, 09/Feb/2016, 17/Dic/2015, 17/Dic/2015, 18/Ene/2014, 13/Ene/2014","10.0, 10.0, 6.0, 8.0, 7.0, 10.0, 3.0, 7.0, 10.0, 4.0, 10.0, 9.0, 6.0, 10.0, 10.0, 9.0, 10.0, 6.0","6.0, 10.0, 8.0, 10.0, 6.0, 6.0, 2.0, 6.0, 4.0, 4.0, 6.0, 6.0, 4.0, 8.0, 8.0, 6.0, 2.0, 6.0","ASISTENCIA OBLIGATORIA, CLASES EXCELENTES, BRINDA APOYO, PREPÁRATE PARA LEER, LA PARTICIPACIÓN IMPORTA, POCOS EXÁMENES, RESPETADO POR LOS ESTUDIANTES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, CALIFICA DURO",18,8.1,"El texto describe experiencias con varios profesores de un curso complicado, destacando sus fortalezas y debilidades. Los profesores mencionados son: Soto, Juan, y un profesor no identificado. En general, se recomienda tomar clases con estos profesores si se tiene la oportunidad, pero se destaca la importancia de la participación activa en clase, la lectura del material, y la comprensión de las lecturas para tener éxito en este curso.",https://www.misprofesores.com/profesores/Juan-Soto_58833
"Souza, Erika","2, 2, 4, 3, 5, 5, 4, 4, 5, 5, 4, 5, 5, 1, 5, 5, 4, 5, 5, 3, 5, 5, 2, 4, 3, 2, 2, 5, 3, 3, 3, 3, 4","02/Oct/2024, 09/Feb/2024, 08/Feb/2021, 06/Feb/2021, 02/Sep/2020, 19/Ago/2020, 30/Mar/2020, 24/Jun/2019, 24/Jun/2019, 16/Dic/2018, 15/Dic/2018, 07/Dic/2018, 17/Jul/2018, 25/Jul/2017, 21/Ene/2017, 12/Ene/2017, 18/Ago/2015, 11/Ago/2015, 16/Jun/2015, 21/Ene/2015, 01/Jul/2014, 14/Ene/2014, 17/Ene/2013, 26/Jun/2012, 21/Jun/2012, 07/Jun/2012, 26/May/2012, 04/Feb/2012, 22/Ene/2012, 19/Ene/2012, 24/Nov/2011, 27/Jun/2011, 28/Ago/2010","7.0, 5.0, 9.0, 10.0, 9.0, 10.0, 8.0, 10.0, 9.0, 10.0, 8.0, 10.0, 10.0, 5.0, 7.0, 10.0, 8.0, 9.0, 10.0, 9.0, 8.0, 9.0, 10.0, 10.0, 7.0, 10.0, 7.0, 10.0, 4.0, 6.0, 7.0, 4.0, 10.0","6.0, 4.0, 6.0, 10.0, 6.0, 10.0, 6.0, 6.0, 6.0, 10.0, 8.0, 6.0, 8.0, 4.0, 6.0, 6.0, 6.0, 4.0, 6.0, 8.0, 6.0, 10.0, 8.0, 6.0, 2.0, 10.0, 4.0, 8.0, 6.0, 8.0, 4.0, 6.0, 10.0","TOMARÍA SU CLASE OTRA VEZ, DA CRÉDITO EXTRA, MUCHOS PROYECTOS GRUPALES, ASISTENCIA OBLIGATORIA, LOS EXÁMENES SON DIFÍCILES, CLASES EXCELENTES, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, POCOS EXÁMENES, MUCHAS TAREAS, RESPETADO POR LOS ESTUDIANTES, INSPIRACIONAL, DEJA TRABAJOS LARGOS, DA BUENA RETROALIMENTACIÓN, LAS CLASES SON LARGAS, CALIFICA DURO, ASPECTOS DE CALIFICACIÓN CLAROS",38,8.2,"El texto describe la experiencia de varias personas con la profesora Erika, destacando tanto sus fortalezas como sus debilidades. En general, la mayoría de los estudiantes la consideran una buena maestra, con conocimientos teóricos y prácticos, accesible y amable. Sin embargo, también hay críticas sobre su desorganización, falta de experiencia, y favoritismos. Algunos estudiantes se quejan de que la profesora se enfoca demasiado en la imagen y la apariencia de los estudiantes, y que la evaluación del trabajo final es muy estricta y poco justa. En general, la mayoría de los estudiantes recomiendan la clase, pero con algunas reservas.",https://www.misprofesores.com/profesores/erika-souza_28485
"Suárez Rodríguez, Karla","5, 2, 3, 4, 4","13/Ene/2024, 04/Jul/2023, 13/Sep/2020, 24/Jul/2017, 27/May/2017","10.0, 6.0, 9.0, 10.0, 9.0","6.0, 6.0, 10.0, 6.0, 8.0","TOMARÍA SU CLASE OTRA VEZ, MUY CÓMICO, ASISTENCIA OBLIGATORIA, PREPÁRATE PARA LEER, BRINDA APOYO, LA PARTICIPACIÓN IMPORTA, MUCHOS EXÁMENES, POCOS EXÁMENES, INSPIRACIONAL, LAS CLASES SON LARGAS, ASPECTOS DE CALIFICACIÓN CLAROS",6,8.5,"La profesora Karla es atenta y amable, pero sus clases no son las más efectivas. Aunque deja lecturas largas para que los estudiantes las comenten en clase, los exámenes son más sobre temas vistos en clase. La clase es entretenida y los adjuntos son buenos, pero la profesora no asistía mucho y dejaba a los adjuntos impartir la clase. La clase es complicada y los exámenes son cada 15 días, pero la profesora es buena y le apasiona lo que hace. Es una buena opción para aprender y mejorar la formación profesional, pero la actitud de la profesora y los adjuntos puede ser mejorada.",
