profesor,fecha,comentario,calidad_general,facilidad
"Jurado, Raul",09/Jun/2022,"Los buenos comentarios qué hay en esta página, son por qué el los escribe, dicho por él en una de sus clases, por favor no te inscribas con el, por todas las mujeres que abuso y por qué la unam lo cubre. Busca su nombre en Google y veras lo que a hecho y a cuantas a lastimado.",2.0,2.0
"Jurado, Raul",24/Ene/2022,"Buen profesor, eliges dos temas de exposición, califica con asistencia y reportes de las exposiciones. Ocupa todo el horario de la clase y tienes que prender cámara. Es muy respetuoso y buena onda.",9.0,8.0
"Jurado, Raul",08/Feb/2021,"No mostró faltas de respeto. Si bien en clase los temas del temario se ven super rápido es una buena opción para ver el panorama social desde las creencias de las personas, se habla de santería, política, narcotráfico, etc. Si bien puede parecer pura teoría conspirativa es interesante y fácil.",7.0,10.0
"Jurado, Raul",28/Sep/2020,"Es la peor clase que tome en la facultad, el profesor es un acosador, misogino, cree que puede hacer lo que quiera solo por que su hermano es una vaca sagrada de la facultad, no se como una persona tan asquerosa y depravada puede dar clases en la facultad, una persona abusiva, huyan de el.",2.0,10.0
"Jurado, Raul",10/Jun/2020,"Es un pelado, misogino, ignorante, machista, asqueroso, acosador.",2.0,10.0
"Jurado, Raul",09/Jun/2022,"Los buenos comentarios qué hay en esta página, son por qué el los escribe, dicho por él en una de sus clases, por favor no te inscribas con el, por todas las mujeres que abuso y por qué la unam lo cubre. Busca su nombre en Google y veras lo que a hecho y a cuantas a lastimado.",2.0,2.0
"Jurado, Raul",24/Ene/2022,"Buen profesor, eliges dos temas de exposición, califica con asistencia y reportes de las exposiciones. Ocupa todo el horario de la clase y tienes que prender cámara. Es muy respetuoso y buena onda.",9.0,8.0
"Jurado, Raul",08/Feb/2021,"No mostró faltas de respeto. Si bien en clase los temas del temario se ven super rápido es una buena opción para ver el panorama social desde las creencias de las personas, se habla de santería, política, narcotráfico, etc. Si bien puede parecer pura teoría conspirativa es interesante y fácil.",7.0,10.0
"Jurado, Raul",28/Sep/2020,"Es la peor clase que tome en la facultad, el profesor es un acosador, misogino, cree que puede hacer lo que quiera solo por que su hermano es una vaca sagrada de la facultad, no se como una persona tan asquerosa y depravada puede dar clases en la facultad, una persona abusiva, huyan de el.",2.0,10.0
"Jurado, Raul",10/Jun/2020,"Es un pelado, misogino, ignorante, machista, asqueroso, acosador.",2.0,10.0
"Jurado, Raul",08/Ene/2018,"Teniendo en cuenta que muchos psicólogos creen en el mindfulness, flores de Bach, reiki, psicoanálisis, etc. no me sorprende que este señor esté dando clases y se gane el cariño de los alumnos con teorías conspirativas de youtube, que triste.",6.0,10.0
"Jurado, Raul",12/Jul/2017,"Me sorprende que permitan que profesores como él sigan en la facultad, este señor tiene serios problemas! Dice que ve extraterrestres, está en contra del gobierno y considera que todo es un complot. Su clase solo se trata de exposiciones y ver películas aburridas, muuuuy barco y de flojera",3.0,10.0
"Jurado, Raul",12/Ene/2017,"Es una magnífica persona y sí, su clase es bastante fácil, y sí, te habla de cosas que desde la psicología no tienen sentido pero es interesante escuchar su punto de vista y él siempre respeta el tuyo. Es bastante entretenido tomar clase con él.",10.0,10.0
"Jurado, Raul",12/Ene/2017,"Su materia se trata de intentar convencerte de que la magia, los extraterrestres, illuminatis, etc. existen y controlan el mundo, es un conspiranoico de lo peor, luego ni sabe de lo que está hablando. Pero bueno es contextual y si haces todos sus reportes tienes un 10 asegurado.",6.0,10.0
"Jurado, Raul",05/Ene/2017,"Barco,conspiraciones mundiales todo el tiempo, interesante si quieres tener materia colchón,deja reportes de exposiciones que hacen los alumnos,hace comentarios que pueden ser elocuentes hasta que casi habla de extraterrestres.",10.0,10.0
"Jurado, Raul",21/Dic/2016,"Qué decir de Raúl... Si no te interesa la materia mételo. Vas a ver todo menos el temario, y te hablará de conspiraciones mundiales. Es muy relajado. En serio necesitas ""mente abierta""... puede que sea hasta cierto punto interesante pero no es el lugar para ello. Barco barco barco.",6.0,10.0
"Jurado, Raul",18/Ago/2015,"Este profe que onda, dice puras cosas raras, habla de todo lo que no es psicologia pero es facil pasar con el. solo expones, haces trabajos de las expos y ya",8.0,8.0
"Jurado, Raul",05/Jul/2015,"Es muy barco, todos deben exponer y entregar un reporte sobre las exposiciones, las cuales son de flojera. Excelente opción para no hacer nada y pasar bien.",10.0,10.0
"Jurado, Raul",27/May/2015,"Se esfuerza, muestra interés y eso hay que reconocérselo. Son puras exposiciones por parte de los alumnos, la clase es muy aburrida pero entregando todo sacas 10 al final.",10.0,10.0
"Jurado, Raul",11/Jun/2014,"Se la pasa hablando de zombies, santerías, brujería, fantasmas, marcianos, planetas extraños, odia al PRI y eso es lo unico que verás en clase",4.0,10.0
"Jurado, Samuel",10/Dic/2021,"El Dr. tiene mucha experiencia en TCC. Sus clases solo son expos por parte de él y generalmente las da rápido. Sus exámenes son algo confusos, pero a final de cuentas es una buena opción para la materia",8.0,10.0
"Jurado, Samuel",07/Ago/2020,"El profesor Samuel es una persona que platica su experiencia en el parte clínica. Además de que sus clases son muy concretas, por lo general no te las da completa. Te evalúa con ejercicios y exámenes en la plataforma que están sencillos porque las lecturas está sencillas.",10.0,8.0
"Jurado, Samuel",14/Dic/2017,"Es un profesor que te deja leer los capítulos del Taylor y se basa en ellos para dar sus clases, lo explica rápido y claramente. Es una buena persona, sus exámenes no son difíciles y si estudias sacas 10 sin problemas.",10.0,10.0
"Jurado, Samuel",04/Feb/2014,"Sin duda de los mejores profesores y excelente ser humano. Sabe y sabe transmitir su conocimiento, por supuesto hay que leer para aprender como todo el que se llama ""estudiante"" debe hacer.",10.0,8.0
"Jurado, Samuel",29/Dic/2013,"Terapia Cognitivo Conductual, da por hecho que ya te sabes los principios de la misma. Ėl no da la clase, la da su ayudante y su ayudante es mil veces mejor que ėl.",7.0,6.0
"Jurado, Samuel",04/Nov/2012,Un tutor excelente y un maestro disciplinado y entregado a su profesión.,10.0,10.0
"Jurado, Samuel",10/Feb/2012,"NO SOLO TIENE CALIDAD COMO PROFESIONAL, SI NO ADEMÁS ES UN SER HUMANO FORMIDABLE. LAS CLASES DE POSGRADO QUE DA SOBRE REDACCION DE DOCUMENTOS CIENTIFICOS SON BUENAS.",10.0,10.0
"Jurado, Samuel",12/Oct/2011,"El profesor Samuel Jurado es una persona muy amable y accesible, en las clases sus ayudantes exponen conceptos básicos y él se enfoca en explicar funcionamiento general de los temas en un anàlisis completo y muy interesante.",10.0,4.0
"Jurado, Samuel",28/Jul/2011,"El profesor Jurado es muy bueno, graciosos, buena onda y sus clases son muy interesantes, lo ""malo"" es q el practicamente no da las clases si no la dan sus ayudantes y el solo da uno q otro comentario interesante,no esperes que el profesor sea quien te de la clase a menos q sus ayudantes falten",10.0,8.0
"Katherine Isabel, Herazo González",10/Mar/2025,[Comentario esperando revisión],2.0,2.0
"Katherine Isabel, Herazo González",08/Feb/2025,[Comentario esperando revisión],10.0,8.0
"Katherine Isabel, Herazo González",08/Feb/2025,[Comentario esperando revisión],10.0,10.0
"Katherine Isabel, Herazo González",25/Ago/2024,[Comentario esperando revisión],2.0,4.0
"Katherine Isabel, Herazo González",22/Ago/2024,[Comentario esperando revisión],2.0,2.0
"Katherine Isabel, Herazo González",10/Mar/2025,[Comentario esperando revisión],2.0,2.0
"Katherine Isabel, Herazo González",08/Feb/2025,[Comentario esperando revisión],10.0,8.0
"Katherine Isabel, Herazo González",08/Feb/2025,[Comentario esperando revisión],10.0,10.0
"Katherine Isabel, Herazo González",25/Ago/2024,[Comentario esperando revisión],2.0,4.0
"Katherine Isabel, Herazo González",22/Ago/2024,[Comentario esperando revisión],2.0,2.0
"Katherine Isabel, Herazo González",16/Ago/2024,[Comentario esperando revisión],9.0,10.0
"Katherine Isabel, Herazo González",09/Ago/2024,[Comentario esperando revisión],3.0,4.0
"Katherine Isabel, Herazo González",31/Jul/2024,[Comentario esperando revisión],5.0,2.0
"Katherine Isabel, Herazo González",12/Jul/2024,[Comentario esperando revisión],3.0,4.0
"Katherine Isabel, Herazo González",04/Jul/2024,[Comentario esperando revisión],2.0,2.0
"Katherine Isabel, Herazo González",08/Dic/2018,[Comentario esperando revisión],9.0,6.0
"Katherine Isabel, Herazo González",28/Abr/2018,[Comentario esperando revisión],10.0,6.0
"Katherine Isabel, Herazo González",19/Abr/2018,[Comentario esperando revisión],6.0,8.0
"Katherine Isabel, Herazo González",21/Mar/2018,[Comentario esperando revisión],10.0,6.0
"Katherine Isabel, Herazo González",21/Ene/2018,[Comentario esperando revisión],9.0,8.0
"Katherine Isabel, Herazo González",14/Ene/2018,[Comentario esperando revisión],10.0,10.0
"Katherine Isabel, Herazo González",08/Ene/2018,[Comentario esperando revisión],3.0,6.0
"Katherine Isabel, Herazo González",03/Ene/2018,[Comentario esperando revisión],4.0,4.0
"Katherine Isabel, Herazo González",25/Ene/2017,"Aprendí mucho, la maestra da muy buenos ejemplos que clarifican la teoría y fomenta el amor por la psicología social",10.0,10.0
"Katherine Isabel, Herazo González",09/Ene/2017,[Comentario esperando revisión],2.0,10.0
"Katherine Isabel, Herazo González",24/Feb/2016,"Sus clases son excelentes, da buena retroalimentación y aprendes mucho",10.0,10.0
"Katherine Isabel, Herazo González",23/Feb/2016,,10.0,10.0
"Katherine Isabel, Herazo González",14/Feb/2016,[Comentario esperando revisión],8.0,4.0
"Katherine Isabel, Herazo González",10/Dic/2015,[Comentario esperando revisión],9.0,8.0
"Katherine Isabel, Herazo González",21/Jun/2015,La maestra sabe muchísimo y aprendes de comunitaria.,10.0,10.0
"Katherine Isabel, Herazo González",02/Jun/2015,[Comentario esperando revisión],10.0,8.0
"Katherine Isabel, Herazo González",30/May/2015,"La profesora sabe bastante, sin embargo no es congruente con lo que enseña y lo hace. Sobre todo en la práctica, pues no es para nada flexible y tiende a imporner lo que quiere que se haga. En otras materias es bueno, pero en comunitaria creo que hay mejores opciones.",5.0,6.0
"Katherine Isabel, Herazo González",01/Abr/2014,"excelente profesora.En especial, tiene un gran compromiso y respeto con los pueblos originarios con quienes trabaja y eso lo trasmite.",10.0,8.0
"Katherine Isabel, Herazo González",22/Mar/2014,[Comentario esperando revisión],5.0,6.0
"Katherine Isabel, Herazo González",09/Dic/2012,[Comentario esperando revisión],10.0,8.0
"Katherine Isabel, Herazo González",07/Dic/2012,"es buena, pero muy exigente y deja reportes para todas las clases.",10.0,6.0
"Katherine Isabel, Herazo González",03/Dic/2012,"Si quieres aprender sobre comunitaria, la maestra enseña mucho y tiene mucha experiencia en el campo",10.0,10.0
"Katherine Isabel, Herazo González",02/Dic/2012,[Comentario esperando revisión],10.0,10.0
"Katherine Isabel, Herazo González",12/Nov/2012,,10.0,10.0
"Lagarde Lozano, Margarita Regina",05/Jul/2024,"El hecho de que tu expones y haces investigaciones no es porque ella no enseñe, ella en cada asesoría te dirá si tu información esta correcta porque ella sabe, esto es para que aprendas a buscar información nueva y actualizada. Cada título de cada diapositiva de la expo es el examen, ya lo sabesEASY",9.0,6.0
"Lagarde Lozano, Margarita Regina",31/Jul/2023,"La clase la dan los alumnos, ella no aporta casi nada y es demasiado estricta y poco flexible y poco empática, por su salud mental, no metan clases con ella",4.0,2.0
"Lagarde Lozano, Margarita Regina",28/Jul/2022,"De las peores docentes que te puedas encontrar, no aprendes nada, practicamente los alumnos dan la clase, un día quiere algo y al siguiente te lo cambia, si haces toodo lo que pide, pasas.",2.0,4.0
"lagarde, margarita",29/Jun/2023,"La clase consiste en exposiciones por equipo. Debes presentar un examen por cada exposición, si no lo pasas puedes reponerlo las veces que quieras, pero en los horarios que se establezcan en el grupo. La materia es muy extensa, pero si te interesa estar aprendiendo bien por semana, aprovéchala",6.0,4.0
"lagarde, margarita",28/Jun/2023,"Es buena y sabe mucho, lo malo es que hay que asistir a asesorías obligatorias pero si te la llevas como es y pide va a ser tranquilo. Hace exámenes cada semana,la calificación no cuenta, pero pasarlos es obligatorio para tener derecho a calificación final. Es amable si se portan igual con ella.",9.0,6.0
"lagarde, margarita",21/Dic/2022,"Es un asco, todo lo hacen los alumnos y sólo ""explica"" temas al principio que nada que ver con neurociencia. Es una médica frustrada y lo desquita con sus alumnos. Si tuviste la mala suerte (como yo) de tenerla en primer semestre, recursa. Si creen que es buena, siento pena por sus pacientes.",2.0,10.0
"lagarde, margarita",07/Jul/2022,"Tiene poca empatía, sus clases las dan los alumnos; te exige horas extra clase para sus asesorías y en la asesoría solo te regaña, te confunde y te agobia. Califica con los exámenes que hacemos nosotros donde tienes que escribir todo lo que digan los compañeros que exponen pero con otras palabras.",2.0,4.0
"lagarde, margarita",19/Dic/2021,"La tome en linea, nos evaluó por equipos, nosotros expusimos los temas y ella nos daba asesorías fuera del horario de la escuela, (son obligatorias por cierto, aunque dice que no), cuando expones si o si te interrumpe, la verdad no la metería de nuevo, pero es de las maestras que mas aprendí.",5.0,4.0
"lagarde, margarita",10/Sep/2021,"Es muy buena maestra, sabe mucho sobre y te prepara muy bien para los siguientes semestres, hace exámenes cada semana de los temas que se expusieron, estos exámenes que hace no cuentan para la calificación solo son para que tengas derecho a calificación. La profesora es muy amigable y flexible.",10.0,6.0
"lagarde, margarita",13/May/2021,un recuerdo mi querida maestra,10.0,10.0
"lagarde, margarita",25/Ago/2020,"Muy preparada, sabe mucho de la materia. Hace exámenes semanales de las presentaciones que hace el grupo de las que te da retroalimentación. Es pesado por lo que debes estudiar mucho para pasar pero te califica con las presentaciones, los exámenes son para derecho a examen y te permite repetirlos.",8.0,6.0
"lagarde, margarita",11/Ene/2020,,10.0,4.0
"lagarde, margarita",24/Jun/2019,,4.0,4.0
"lagarde, margarita",25/Abr/2019,Excelente maestro,10.0,10.0
"lagarde, margarita",09/Feb/2019,"Los alumnos exponen ella te ayuda a preparar la exposición y cuando expones interviene. Hace examen cada viernes de cada exposición, si llegas tarde aunque sea 5 minutos ya no te deja entrar a clase y al final te pone la calificación que quiere aunque hayas salido bien en los exámenes",6.0,4.0
"lagarde, margarita",12/Ene/2019,"Extremadamente preparada, sabe muchísimo, sin embargo con temas tan extensos como son los de neuro su forma de dar clase y evaluar se vuelve complicada y un dolor de cabeza, dedicas MUCHO tiempo extra solo a esta materia. puedes aprender si te dedicas y tienes paciencia, yo opte por recursarla :/",6.0,2.0
"lagarde, margarita",09/Ene/2019,"Es una persona que tiene muchos conocimientos, si te acercas con ella te va a explicar todo de forma muy clara y enriquecedor. Lamentablemente todo el trabajo lo hacen los alumnos, pero yo aprendí bastante con ella porque no sólo se enfoca en su área y hace buenas intervenciones en las exposiciones.",9.0,6.0
"lagarde, margarita",12/Jul/2018,"Ella no da las clases, organiza a sus alumnos en equipos para que ellos den la clase, DURANTE TODO EL SEMESTRE, la calificación está en la exposición pero para acreditar debes pasar todos los exámenes (los cuales hacen los alumnos pero te baja puntos si los hacen fáciles) y es 1 examen por semana.",4.0,4.0
"lagarde, margarita",03/Jul/2018,"Todo lo hace el grupo, calificas y expones las clases y exámenes, cero recomendable en serio.",3.0,4.0
"lagarde, margarita",27/Feb/2018,"Todo lo tienen que hacer los alumnos, TODO. Y es muy desorganizada. Te cita a una hora y se le olvida. No recomendada.",6.0,4.0
"lagarde, margarita",18/Ene/2018,"Muy mala profesora. Toda la clase se basa en exposiciones de los alumnos, ella no da ninguna clase, tienes que elaborar exámenes, aplicarlos, calificarlos, pasar lista, en resumen haces absolutamente todo, la profesora solo se sienta a escuchar e intervenir en las exposiciones.",3.0,6.0
"lagarde, margarita",08/Ene/2018,"La profesora no da la clase, solo son exposicones y los temas nunca quedan claros.",3.0,10.0
"lagarde, margarita",21/Dic/2017,"Es una maestra super huevona, te hace que vayas las ultimas dos semanas de examenes por que no alcanza a cubrir el temario, solo deja que los alumnos expongan y ella intervienen cuando cree que es necesario.no se molesta en hacer ni un solo examen, todo lo hacen los alumnos y si calificas maltebaja",6.0,6.0
"lagarde, margarita",13/Dic/2017,"Es puro trabajo en equipo. Se tienen que hacer 2 exposiciones por equipo en todo el semestre y de cada exposición, de todos los equipos, se hace un examen.",5.0,6.0
"lagarde, margarita",29/Jun/2017,[Comentario esperando revisión],8.0,6.0
"lagarde, margarita",30/May/2017,"Como persona es excelente, y sabe mucho Sin embargo es desorganizada, hace examen una vez a la semana durante todo el semestre en horario extraricular, asimismo todas las clases son con base en presentaciones que ella revisa con cuidado pero es un ritmo de trabajo sumamente pesado.",6.0,4.0
"lagarde, margarita",11/Ene/2017,"Necesitas leer todas las clases pero son lecturas muy buenas que sí hablan del tema y aprendes. Las clases son como pláticas de las lecturas, son amenas.",8.0,10.0
"lagarde, margarita",02/Ene/2017,La mayoría de sus clases son en la biblioteca te lleva a buscar libros de anatomía lo que puedes hacer tú sin ningún problema sin ir acompañado. En esa clase solo eran como 8 varios ya no siguen por la incoherencia de su forma de enseñar.,6.0,6.0
"lagarde, margarita",28/Nov/2016,Saludos,9.0,8.0
"lagarde, margarita",16/Jul/2016,"Si odian a alguien, recomiendenla. Es una pena que existan maestros tan malos como ella en la Fac. Las ""clases"" son 100% exposiciones (PESIMAS) de los alumnos. Es odiosa y no le importas nada. Cada vez que veo su nombre me dan ganas de aventarme al metro.",2.0,6.0
"lagarde, margarita",29/Jun/2016,"Sabe mucho y la manera en que explica es buena, cuando ella lo hace. El problema para mi fue es que da asesorias para que elabores tu exposicion bien y esas asesorias junto con los examenes los hace en horario extra clase y eso se supone no esta permitido, si no llegas a tiempo no te deja entrar.",6.0,10.0
"lagarde, margarita",13/Ene/2016,"Excelente. Aprendes a elaborar una exposición rigurosamente. Sabe mucho, y te explica más allá de las neuro ciencias.",7.0,4.0
"lagarde, margarita",12/Ene/2016,"No la recomiendo si no te gusta trabajar, neta te hace sufrir con las exposiciones, sin embargo, aprendes a realizar una buena exposición y aprendes de tu tema. Si ella diera las clases sería excelente, sin embargo todo depende de los alumnos.",8.0,4.0
"lagarde, margarita",04/Ene/2016,"Se contradice mucho, y se cree que es muy buena, tal vez si sabe mucho, pero no lo sabe transmitir. La peor profesora que me ha tocado, grosera y prepotente, si le quieres decir algo contrario a su pensamiento se molesta y dice que estas mal. Si quieres aprender, no la recomiendo para nada.",2.0,6.0
"lagarde, margarita",12/Dic/2015,"Es de lo peor que hay en la Facultad. Es una mujer engreída, prepotente y cero colaboradora. Se cree lo maximo, piensa que sus clases son buenas y que de verdad nos esta enseñando, pero NUNCA DA CLASE! son puras exposiciones de los alumnos, de pesima calidad",2.0,6.0
"lagarde, margarita",10/Dic/2015,"Sabe mucho pero ella no da clase, deja que los alumnos expongan y sólo hace preguntas durante la expo. Hace muchísimos exámenes, ridículamente largos, 50 o 60 preguntas, que los mismos alumnos tienen que elaborar y calificar. Es de carácter difícil y poco accesible. No te deja entrar si llegas tarde",6.0,2.0
"lagarde, margarita",20/Jul/2015,Sencillamente horrible.,2.0,6.0
"lagarde, margarita",18/Jul/2015,"Te trae en friega pero no enseña. Examenes semanales, debes pasar todos para pasar la materia. Las clases son expos de los alumnos. Mal metido de enseñanza. Malas clases y aburridas. Exigente. Aunque da neuro, esta casada con Freud, siempre trata de sacarlo al tema....",3.0,4.0
"lagarde, margarita",30/Jun/2015,"No busquen un pasar fácil. Pero debes presentar una excelente exposición e investigar mucho y pasar todos los exámenes, así sea con 6. Muy pesado, mas si pierdes la paciencia, pero de que aprendí, aprendí. Excelente profesora aunque el método puede ser muy pesado.",9.0,4.0
"lagarde, margarita",29/Jun/2015,"Ummm, su modelo de trabajo es deficiente, (son exposiciones) pero cuando te toca exponer, aprendes muchisimas cosas, es muy exigente y eso te ayuda muchisimo, los examenes son pesados dependiendo de los compañeros. Busca aclarar dudas en las exposciones, si pones atencion es buena.",10.0,6.0
"lagarde, margarita",29/Jun/2015,"PESIMA!! De las peores profesoras de la fac, si te interesa el área no la metas. Es una floja, los alumnos hacen todo el trabajo, sus clases son exposiciones y aplica exámenes semanales que los mismos alumnos preparan y califican. Necesitas pasar TODOS los exámenes para aprobar la materia.",3.0,4.0
"lagarde, margarita",25/Ene/2015,"Es una profesora muy exigente, sin embargo se interesa porque aprendamos y siempre esta dispuesta a atender dudas (Aunque algunas no sean de la materia). Es importante no atrasarse con los exámenes y preparar una buena exposición. Pero como han dicho, si buscas un pasar fácil no la metas",8.0,8.0
"lagarde, margarita",25/Ene/2015,[Comentario esperando revisión],2.0,4.0
"lagarde, margarita",19/Ene/2015,"sabe mucho,todo lo relaciona empero,su clase es pesada debido a que los alumnos deben preparar muy bien una exposición y estar listos para sus interrupciones(constuctivas) hace exámenes de cada equipo,algunos son ilógicos, y si no sabes organizarte le dedicaras a su clase mas tiempo del que deberias",6.0,4.0
"lagarde, margarita",14/Ene/2015,es una profesora que sabe mucho sobre la materia. Lo malo es que todas las clases las dan los alumnos con exposición. Tienen que dominar el tema a la perfección porque ella hace preguntas. Según cada quien pueden hacer exámenes semanales o hasta el final del curioso los 13. Cada uno con 70 preg,4.0,4.0
"lagarde, margarita",08/Ene/2015,Es una maestra que se nota que sabe muchísimo pero la realidad es que tiene poco interés en que los alumnos aprendan. Deja que los alumnos expongan todos los temas y ella solamente hace alguna pequeña contribución al tema.,2.0,10.0
"lagarde, margarita",07/Ene/2015,"Debes de esforzarte mucho para pasar con ella porque hace examen cada semana. Deja hacer exposiciones, aunque interrumpe mucho en ellas, sus aportaciones muy buenas porque relaciona todo.",3.0,8.0
"lagarde, margarita",25/Dic/2014,"Lastima es una maestra q sabe muchisimo, pero le da weba preparar una clase, los alumnos exponen TODO el tiempo, ella complementa, los alumnos elaboran y califican los examenes y debes pasarlos TODOS con lo q sea, al final no importa, solo promedia las dos expos de cada equipo y q t ubique y listo",4.0,6.0
"lagarde, margarita",22/Ago/2014,Es muy sencillo pasar con buena calificación si expones bien. Realmente no te aporta mucho conocimiento y en semestres más adelante te darás cuenta que no la volverias a meter. Es buena opción si no quieres neuro.,2.0,8.0
"lagarde, margarita",02/Jul/2014,"Los alumnos hacen el 99.9% de la clase,investigan los temas y exponen (2 por equipo),la maestra complementa,muy bien,pero muy breve,los alumnos elaboran los examenes, de lo que exponen y debs pasar todos (son 12 en el semestre),facil pasar si te ubica y lo q expusiste le gusto, no aprendes casi nada",4.0,6.0
"lagarde, margarita",30/Jun/2014,"Es cierto que te enseña a ser autodidacta, pero prácticamente todo lo hacen los alumnos y se llega a enojar pues las cosas no le parecen, en mi parecer es una mala maestra, si van para el área de neuro no es nada recomendable.",4.0,6.0
"lagarde, margarita",28/Dic/2013,"Margarita Lagarde es una buena opción para quien quiera ser autodidacta y ser un buen alumno, ella te da todos los temas aunque los alumnos tienen que exponer y asi demostrar lo que saben, te da la clase desde la teoria de los sistemas, es una gran profesora para quien quiera aprender por si mismo.",8.0,10.0
"lagarde, margarita",17/Ago/2013,[Comentario esperando revisión],6.0,6.0
"lagarde, margarita",07/Ago/2013,D:,2.0,2.0
"lagarde, margarita",29/Jul/2013,"Es una porqueria de clase tal vez en otro tiempo fue buena pero ya no se ve q ya no le interesa, huyan!",2.0,10.0
"lagarde, margarita",14/Jul/2013,"Fue una de mis mejores maestras en el primer y segundo semestre. Entendí el funcionamiento del sistema nervioso de una manera tan fácil e integrada al comportamiento humano. La recuerdo con gran cariño y agradecimiento por sus enseñanzas. Si de verdad quieres aprender, ella es la opción.",10.0,2.0
"lagarde, margarita",04/Jul/2013,Esta profesora tiene problemas psicológicos GRAVES. Su clase es como un interminable trámite burocrático con muchos exámenes y asesorías a las que te deja plantado. Solo ves exposiciones de alumnos y pide agregar temas que ni al caso. Se la pasa justificando su forma de dar clase.Si puedes ¡húyele!,3.0,4.0
"lagarde, margarita",16/May/2013,"Lagarde es una de las mejores profesoras que tiene la facultad, el hecho de que sus alumnos no sepan investigar no es su culpa, ella trata de llevarte de la mano para que seas un gran investigador y sepas buscar por tu cuenta, en verdad vale la pena.",9.0,8.0
"lagarde, margarita",22/Ene/2013,"Si te inscribes con ella, recuerda que tú serás el que dé la clase, califique, haga exámenes y pase asistencia; ella sólo se sentará a criticar tu exposición. Si eres de sus chupamedias, sacas un 9 o 10. Pésima ""clase"".No aprendes un caraj0.",2.0,6.0
"lagarde, margarita",21/Ene/2013,"Ésta profesora está mal juzgada, su nivel es excelente, y te hace ver las cosas y los conceptos desde un punto nunca antes visto. De mi primer semestre, fue mi mejor profesora, solo tienes que demostrar interés, estudiar para los exámenes y exponer correctamente. Se me hizo sencillo y maravilloso.",10.0,6.0
"lagarde, margarita",10/Dic/2012,"Formas equipos, te da tema, le tienes que entregar 30 preguntas las cuales a cada rato te las regresa, dice que los libros estan mal, ella no da la clase solo son las exposiciones de las cuales no aprendes nada y son aburridas porque apenas comprendemos los temas y luego explicarlos esta dificil :/",2.0,4.0
"lagarde, margarita",22/Nov/2012,"Es una profesora con carácter estricto, sin embargo, aprendes los conceptos perfectamente, y no solo eso, te hace entenderlos desde un punto de vista totalmente distinto.",10.0,4.0
"lagarde, margarita",14/Nov/2012,"No tiene idea de cómo dar clase. Forma equipos, los manda a investigar un tema y en base a eso, hacen exposiciones; éstas son aburridas, no aprendes nada de ellas y con eso califica. Los exámenes son en base a las exposiciones, semanales, pesados y no tienen valor alguno. Un asco de clase.",2.0,6.0
"lagarde, margarita",23/Sep/2012,"Sin duda una de las mejores profesoras que he tenido, tiene una visión que va mas allá de la cotidianidad, en verdad es oro tenerla como profesora, no se queden con la información dada en clase, Lagarde siembra semillas, déjenlas crecer. Totalmente admirable",10.0,6.0
"lagarde, margarita",04/Sep/2012,"Su clase -al igual que ella- es mala, perra y de mega hueva. En serio, no es de esas maestras que aunque son malditas son buenas; neeeel!! Ella es una hija de la ch... y pésima maestra.",2.0,6.0
"lagarde, margarita",12/Jul/2012,no la metan ; son puras exposiciones ella solo interrumpe y no hace ambsolutamente nada en la clase y al final califica como se le antoja.,4.0,6.0
"lagarde, margarita",27/Jun/2012,"es la peor maestra del mundo, en primera ella no hace absolutamente nada, tu tienes q preparar la clase, la exposicion la investigacion, pasar asistencia, hacer y calificar los examenes, ella solo llega (tarde) y se sienta; es pesima porque si llega de buenas te pone buena calificacion cuando expones, pero si no te reprueba. Sus examenes no cuentan para la calificacion final solo lo que ella te califica y a demas exige una evaluacion personal para cada integrante del grupo.",2.0,4.0
"lagarde, margarita",06/Feb/2012,"es la peor profesora que he tenido, si pasas con diez pero aunque no necesitas intelecto para obtenerlo, necesitas un higado nuevo, porque esta mujer te hace psar muchos corajes, la verdad si sabe mucho y tiene un muy buen curriculum pero no tiene idea de como dar clase y en las exposiciones se la pasa hablando y diciendo que eso ella ya lo había descubierto antes que nadie, entonces no te da tiempo de terminar de exponer y debes hacerlo en extra clase, cree que todo el tiempo es para ella.",5.0,8.0
"lagarde, margarita",03/Feb/2012,"Pues con ella no aprendes mucho aunque sinceramente es muy muuuuy fácil pasar pero evitenla puros corajes con esta mujer, piensa que todo tu tiempo es para su clase y cambia de opinión a cada rato. Es mentira que no comenta en las expos, es una mujer muy preparada pero no sabe transmitir nada :/",4.0,10.0
"lagarde, margarita",22/Ene/2012,"Sus clases son puras exposiciones, que se alargan muno por las intervenciones que realiza.Quiza por eso se es tedioso e incluso te desepera pero es una profa. que sabe mucho y te aclara todas tus dudas, a parte de que te insta a seguir investigando. Buena y exigente! Y pasas solo si le echas ganas..",8.0,4.0
"lagarde, margarita",21/Ene/2012,"Esta profesora , es mala sabrá mucho pero no lo transmite de manera correcta las exposiciones duran años y se vuelven muy aburridas, si quieres pasar y punto ella es la indicada",4.0,10.0
"lagarde, margarita",20/Ene/2012,"Será una persona con mucho conocimiento, pero no lo sabe transmitir en lo más mínimo!! Sus clases son pura exposición que duran una eternidad porque se la pasa interrumpiendo y no exactamente para aportar algo bueno. Terminas odiandola!!",2.0,4.0
